"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 31 10:24:07 GMT 2022","Mon Jan 31 10:24:07 GMT 2022","528","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"failed","Mon Jan 31 10:23:50 GMT 2022","Mon Jan 31 10:23:51 GMT 2022","1175","Subquery health check","","","","","Production project - wallet-acala is alive",""
"passed","Mon Jan 31 10:24:07 GMT 2022","Mon Jan 31 10:24:08 GMT 2022","467","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"passed","Mon Jan 31 10:23:55 GMT 2022","Mon Jan 31 10:23:55 GMT 2022","376","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"failed","Mon Jan 31 10:24:04 GMT 2022","Mon Jan 31 10:24:05 GMT 2022","357","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"failed","Mon Jan 31 10:24:05 GMT 2022","Mon Jan 31 10:24:06 GMT 2022","451","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Mon Jan 31 10:24:16 GMT 2022","Mon Jan 31 10:24:16 GMT 2022","428","Subquery health check","","","","","Production project - westend is alive",""
"passed","Mon Jan 31 10:24:08 GMT 2022","Mon Jan 31 10:24:08 GMT 2022","462","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"passed","Mon Jan 31 10:24:17 GMT 2022","Mon Jan 31 10:24:18 GMT 2022","883","Subquery health check","","","","","Staging project - wallet-shiden is alive",""
"passed","Mon Jan 31 10:24:09 GMT 2022","Mon Jan 31 10:24:10 GMT 2022","731","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"passed","Mon Jan 31 10:24:16 GMT 2022","Mon Jan 31 10:24:17 GMT 2022","781","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"passed","Mon Jan 31 10:23:54 GMT 2022","Mon Jan 31 10:23:54 GMT 2022","502","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"passed","Mon Jan 31 10:24:05 GMT 2022","Mon Jan 31 10:24:05 GMT 2022","432","Subquery health check","","","","","Production project - kusama is alive",""
"passed","Mon Jan 31 10:24:06 GMT 2022","Mon Jan 31 10:24:06 GMT 2022","462","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"failed","Mon Jan 31 10:24:16 GMT 2022","Mon Jan 31 10:24:16 GMT 2022","335","Subquery health check","","","","","Staging project - westend is alive",""
"passed","Mon Jan 31 10:24:13 GMT 2022","Mon Jan 31 10:24:14 GMT 2022","839","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Mon Jan 31 10:24:01 GMT 2022","Mon Jan 31 10:24:02 GMT 2022","433","Subquery health check","","","","","Production project - wallet-karura is alive",""
"passed","Mon Jan 31 10:23:56 GMT 2022","Mon Jan 31 10:23:57 GMT 2022","805","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"failed","Mon Jan 31 10:24:04 GMT 2022","Mon Jan 31 10:24:04 GMT 2022","429","Subquery health check","","","","","Production project - wallet-kilt is alive",""
"passed","Mon Jan 31 10:24:14 GMT 2022","Mon Jan 31 10:24:14 GMT 2022","515","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Mon Jan 31 10:23:55 GMT 2022","Mon Jan 31 10:23:56 GMT 2022","490","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"passed","Mon Jan 31 10:23:52 GMT 2022","Mon Jan 31 10:23:53 GMT 2022","1040","Subquery health check","","","","","Production project - wallet-altair is alive",""
