"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 25 11:32:47 GMT 2022","Tue Jan 25 11:32:48 GMT 2022","495","Subquery health check","","","","","Staging project - wallet-altair is alive",""
"failed","Tue Jan 25 11:32:49 GMT 2022","Tue Jan 25 11:32:50 GMT 2022","508","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"passed","Tue Jan 25 11:32:52 GMT 2022","Tue Jan 25 11:32:53 GMT 2022","823","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"failed","Tue Jan 25 11:33:14 GMT 2022","Tue Jan 25 11:33:14 GMT 2022","628","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"failed","Tue Jan 25 11:33:06 GMT 2022","Tue Jan 25 11:33:07 GMT 2022","753","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"passed","Tue Jan 25 11:33:02 GMT 2022","Tue Jan 25 11:33:02 GMT 2022","582","Subquery health check","","","","","Production project - kusama is alive",""
"passed","Tue Jan 25 11:33:09 GMT 2022","Tue Jan 25 11:33:10 GMT 2022","995","Subquery health check","","","","","Production project - polkadot is alive",""
"failed","Tue Jan 25 11:32:55 GMT 2022","Tue Jan 25 11:32:55 GMT 2022","689","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"failed","Tue Jan 25 11:33:12 GMT 2022","Tue Jan 25 11:33:13 GMT 2022","473","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
"failed","Tue Jan 25 11:32:50 GMT 2022","Tue Jan 25 11:32:50 GMT 2022","945","Subquery health check","","","","","Staging project - wallet-basilisk is alive",""
"failed","Tue Jan 25 11:33:00 GMT 2022","Tue Jan 25 11:33:01 GMT 2022","513","Subquery health check","","","","","Production project - wallet-kilt is alive",""
"passed","Tue Jan 25 11:33:04 GMT 2022","Tue Jan 25 11:33:05 GMT 2022","794","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"failed","Tue Jan 25 11:33:08 GMT 2022","Tue Jan 25 11:33:09 GMT 2022","656","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"failed","Tue Jan 25 11:33:00 GMT 2022","Tue Jan 25 11:33:00 GMT 2022","635","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"passed","Tue Jan 25 11:32:45 GMT 2022","Tue Jan 25 11:32:47 GMT 2022","1521","Subquery health check","","","","","Production project - wallet-altair is alive",""
"failed","Tue Jan 25 11:33:11 GMT 2022","Tue Jan 25 11:33:12 GMT 2022","474","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Tue Jan 25 11:32:55 GMT 2022","Tue Jan 25 11:32:56 GMT 2022","727","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Tue Jan 25 11:33:14 GMT 2022","Tue Jan 25 11:33:15 GMT 2022","861","Subquery health check","","","","","Production project - westend is alive",""
"passed","Tue Jan 25 11:32:58 GMT 2022","Tue Jan 25 11:32:58 GMT 2022","671","Subquery health check","","","","","Production project - wallet-karura is alive",""
"failed","Tue Jan 25 11:33:03 GMT 2022","Tue Jan 25 11:33:04 GMT 2022","540","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
"failed","Tue Jan 25 11:32:56 GMT 2022","Tue Jan 25 11:32:57 GMT 2022","494","Subquery health check","","","","","Staging project - wallet-clover is alive",""
"passed","Tue Jan 25 11:33:07 GMT 2022","Tue Jan 25 11:33:08 GMT 2022","1072","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"passed","Tue Jan 25 11:33:13 GMT 2022","Tue Jan 25 11:33:14 GMT 2022","695","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"passed","Tue Jan 25 11:33:10 GMT 2022","Tue Jan 25 11:33:11 GMT 2022","756","Subquery health check","","","","","Staging project - polkadot is alive",""
"failed","Tue Jan 25 11:33:16 GMT 2022","Tue Jan 25 11:33:17 GMT 2022","646","Subquery health check","","","","","Staging project - wallet-shiden is alive",""
"failed","Tue Jan 25 11:33:05 GMT 2022","Tue Jan 25 11:33:05 GMT 2022","516","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"failed","Tue Jan 25 11:32:57 GMT 2022","Tue Jan 25 11:32:57 GMT 2022","675","Subquery health check","","","","","Production project - edgeware is alive",""
"failed","Tue Jan 25 11:33:15 GMT 2022","Tue Jan 25 11:33:16 GMT 2022","485","Subquery health check","","","","","Staging project - westend is alive",""
"failed","Tue Jan 25 11:33:02 GMT 2022","Tue Jan 25 11:33:03 GMT 2022","547","Subquery health check","","","","","Staging project - kusama is alive",""
"failed","Tue Jan 25 11:32:53 GMT 2022","Tue Jan 25 11:32:54 GMT 2022","691","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"passed","Tue Jan 25 11:33:05 GMT 2022","Tue Jan 25 11:33:06 GMT 2022","1085","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"failed","Tue Jan 25 11:32:52 GMT 2022","Tue Jan 25 11:32:52 GMT 2022","706","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"failed","Tue Jan 25 11:32:43 GMT 2022","Tue Jan 25 11:32:44 GMT 2022","905","Subquery health check","","","","","Production project - wallet-acala is alive",""
"passed","Tue Jan 25 11:33:03 GMT 2022","Tue Jan 25 11:33:03 GMT 2022","731","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"passed","Tue Jan 25 11:32:48 GMT 2022","Tue Jan 25 11:32:48 GMT 2022","827","Subquery health check","","","","","Production project - wallet-astar is alive",""
"failed","Tue Jan 25 11:33:01 GMT 2022","Tue Jan 25 11:33:02 GMT 2022","795","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"passed","Tue Jan 25 11:32:50 GMT 2022","Tue Jan 25 11:32:52 GMT 2022","1197","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"passed","Tue Jan 25 11:33:12 GMT 2022","Tue Jan 25 11:33:12 GMT 2022","726","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Tue Jan 25 11:33:11 GMT 2022","Tue Jan 25 11:33:11 GMT 2022","486","Subquery health check","","","","","Production project - wallet-quartz is alive",""
"failed","Tue Jan 25 11:32:44 GMT 2022","Tue Jan 25 11:32:45 GMT 2022","1216","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"failed","Tue Jan 25 11:33:16 GMT 2022","Tue Jan 25 11:33:16 GMT 2022","750","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"passed","Tue Jan 25 11:32:59 GMT 2022","Tue Jan 25 11:33:00 GMT 2022","739","Subquery health check","","","","","Production project - wallet-khala is alive",""
"failed","Tue Jan 25 11:32:48 GMT 2022","Tue Jan 25 11:32:49 GMT 2022","676","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"failed","Tue Jan 25 11:32:57 GMT 2022","Tue Jan 25 11:32:58 GMT 2022","512","Subquery health check","","","","","Staging project - edgeware is alive",""
"passed","Tue Jan 25 11:32:54 GMT 2022","Tue Jan 25 11:32:55 GMT 2022","759","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"failed","Tue Jan 25 11:32:58 GMT 2022","Tue Jan 25 11:32:59 GMT 2022","523","Subquery health check","","","","","Staging project - wallet-karura is alive",""
