"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 24 08:17:32 GMT 2022","Mon Jan 24 08:17:33 GMT 2022","868","Subquery health check","","","","","Production project - wallet-karura is alive",""
"failed","Mon Jan 24 08:17:38 GMT 2022","Mon Jan 24 08:17:38 GMT 2022","514","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
"passed","Mon Jan 24 08:17:26 GMT 2022","Mon Jan 24 08:17:28 GMT 2022","1603","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"passed","Mon Jan 24 08:17:18 GMT 2022","Mon Jan 24 08:17:19 GMT 2022","845","Subquery health check","","","","","Production project - wallet-acala is alive",""
"passed","Mon Jan 24 08:17:38 GMT 2022","Mon Jan 24 08:17:39 GMT 2022","500","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"passed","Mon Jan 24 08:17:39 GMT 2022","Mon Jan 24 08:17:40 GMT 2022","611","Subquery health check","","","","","Production project - wallet-parallel is alive",""
"failed","Mon Jan 24 08:17:19 GMT 2022","Mon Jan 24 08:17:20 GMT 2022","486","Subquery health check","","","","","Staging project - wallet-acala is alive",""
"failed","Mon Jan 24 08:17:42 GMT 2022","Mon Jan 24 08:17:42 GMT 2022","447","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"passed","Mon Jan 24 08:17:47 GMT 2022","Mon Jan 24 08:17:48 GMT 2022","905","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"passed","Mon Jan 24 08:17:44 GMT 2022","Mon Jan 24 08:17:45 GMT 2022","532","Subquery health check","","","","","Production project - wallet-quartz is alive",""
"failed","Mon Jan 24 08:17:36 GMT 2022","Mon Jan 24 08:17:37 GMT 2022","632","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Mon Jan 24 08:17:36 GMT 2022","Mon Jan 24 08:17:36 GMT 2022","706","Subquery health check","","","","","Production project - kusama is alive",""
"failed","Mon Jan 24 08:17:31 GMT 2022","Mon Jan 24 08:17:31 GMT 2022","409","Subquery health check","","","","","Production project - edgeware is alive",""
"failed","Mon Jan 24 08:17:49 GMT 2022","Mon Jan 24 08:17:50 GMT 2022","342","Subquery health check","","","","","Staging project - westend is alive",""
"failed","Mon Jan 24 08:17:20 GMT 2022","Mon Jan 24 08:17:21 GMT 2022","489","Subquery health check","","","","","Staging project - wallet-altair is alive",""
"failed","Mon Jan 24 08:17:28 GMT 2022","Mon Jan 24 08:17:28 GMT 2022","454","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"failed","Mon Jan 24 08:17:34 GMT 2022","Mon Jan 24 08:17:35 GMT 2022","455","Subquery health check","","","","","Production project - wallet-kilt is alive",""
"failed","Mon Jan 24 08:17:29 GMT 2022","Mon Jan 24 08:17:29 GMT 2022","348","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"failed","Mon Jan 24 08:17:47 GMT 2022","Mon Jan 24 08:17:47 GMT 2022","373","Subquery health check","","","","","Staging project - wallet-statemine is alive",""
"failed","Mon Jan 24 08:17:35 GMT 2022","Mon Jan 24 08:17:36 GMT 2022","798","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"passed","Mon Jan 24 08:17:20 GMT 2022","Mon Jan 24 08:17:20 GMT 2022","405","Subquery health check","","","","","Production project - wallet-altair is alive",""
"passed","Mon Jan 24 08:17:33 GMT 2022","Mon Jan 24 08:17:34 GMT 2022","916","Subquery health check","","","","","Production project - wallet-khala is alive",""
"passed","Mon Jan 24 08:17:46 GMT 2022","Mon Jan 24 08:17:47 GMT 2022","751","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Mon Jan 24 08:17:28 GMT 2022","Mon Jan 24 08:17:29 GMT 2022","919","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"passed","Mon Jan 24 08:17:29 GMT 2022","Mon Jan 24 08:17:30 GMT 2022","1063","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Mon Jan 24 08:17:24 GMT 2022","Mon Jan 24 08:17:25 GMT 2022","732","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"failed","Mon Jan 24 08:17:34 GMT 2022","Mon Jan 24 08:17:34 GMT 2022","453","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"failed","Mon Jan 24 08:17:25 GMT 2022","Mon Jan 24 08:17:26 GMT 2022","1393","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"failed","Mon Jan 24 08:17:45 GMT 2022","Mon Jan 24 08:17:46 GMT 2022","1373","Subquery health check","","","","","Staging project - wallet-quartz is alive",""
"passed","Mon Jan 24 08:17:41 GMT 2022","Mon Jan 24 08:17:42 GMT 2022","963","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"failed","Mon Jan 24 08:17:31 GMT 2022","Mon Jan 24 08:17:32 GMT 2022","562","Subquery health check","","","","","Staging project - edgeware is alive",""
"failed","Mon Jan 24 08:17:40 GMT 2022","Mon Jan 24 08:17:41 GMT 2022","660","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"passed","Mon Jan 24 08:17:21 GMT 2022","Mon Jan 24 08:17:21 GMT 2022","939","Subquery health check","","","","","Production project - wallet-astar is alive",""
"failed","Mon Jan 24 08:17:22 GMT 2022","Mon Jan 24 08:17:24 GMT 2022","1435","Subquery health check","","","","","Staging project - wallet-basilisk is alive",""
"failed","Mon Jan 24 08:17:30 GMT 2022","Mon Jan 24 08:17:31 GMT 2022","505","Subquery health check","","","","","Staging project - wallet-clover is alive",""
"failed","Mon Jan 24 08:17:33 GMT 2022","Mon Jan 24 08:17:33 GMT 2022","357","Subquery health check","","","","","Staging project - wallet-karura is alive",""
"failed","Mon Jan 24 08:17:39 GMT 2022","Mon Jan 24 08:17:39 GMT 2022","718","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"passed","Mon Jan 24 08:17:42 GMT 2022","Mon Jan 24 08:17:43 GMT 2022","1141","Subquery health check","","","","","Production project - polkadot is alive",""
"failed","Mon Jan 24 08:17:37 GMT 2022","Mon Jan 24 08:17:38 GMT 2022","579","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"failed","Mon Jan 24 08:17:48 GMT 2022","Mon Jan 24 08:17:49 GMT 2022","333","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"failed","Mon Jan 24 08:17:21 GMT 2022","Mon Jan 24 08:17:22 GMT 2022","459","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"passed","Mon Jan 24 08:17:43 GMT 2022","Mon Jan 24 08:17:44 GMT 2022","1269","Subquery health check","","","","","Staging project - polkadot is alive",""
"failed","Mon Jan 24 08:17:22 GMT 2022","Mon Jan 24 08:17:22 GMT 2022","449","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"passed","Mon Jan 24 08:17:49 GMT 2022","Mon Jan 24 08:17:49 GMT 2022","777","Subquery health check","","","","","Production project - westend is alive",""
