"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 02 11:11:42 GMT 2022","Wed Feb 02 11:11:42 GMT 2022","489","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"passed","Wed Feb 02 11:11:30 GMT 2022","Wed Feb 02 11:11:31 GMT 2022","932","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"failed","Wed Feb 02 11:11:44 GMT 2022","Wed Feb 02 11:11:44 GMT 2022","594","Subquery health check","","","","","Staging project - wallet-moonbeam is alive",""
"passed","Wed Feb 02 11:11:30 GMT 2022","Wed Feb 02 11:11:30 GMT 2022","782","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"passed","Wed Feb 02 11:11:54 GMT 2022","Wed Feb 02 11:11:55 GMT 2022","616","Subquery health check","","","","","Production project - westend is alive",""
"passed","Wed Feb 02 11:11:46 GMT 2022","Wed Feb 02 11:11:47 GMT 2022","595","Subquery health check","","","","","Staging project - wallet-parallel is alive",""
"failed","Wed Feb 02 11:11:37 GMT 2022","Wed Feb 02 11:11:38 GMT 2022","551","Subquery health check","","","","","Staging project - edgeware is alive",""
"passed","Wed Feb 02 11:11:45 GMT 2022","Wed Feb 02 11:11:45 GMT 2022","493","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"passed","Wed Feb 02 11:11:41 GMT 2022","Wed Feb 02 11:11:41 GMT 2022","339","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"passed","Wed Feb 02 11:11:34 GMT 2022","Wed Feb 02 11:11:35 GMT 2022","731","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"failed","Wed Feb 02 11:11:37 GMT 2022","Wed Feb 02 11:11:37 GMT 2022","427","Subquery health check","","","","","Production project - edgeware is alive",""
"passed","Wed Feb 02 11:11:38 GMT 2022","Wed Feb 02 11:11:39 GMT 2022","926","Subquery health check","","","","","Production project - wallet-karura is alive",""
"passed","Wed Feb 02 11:11:32 GMT 2022","Wed Feb 02 11:11:33 GMT 2022","610","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"passed","Wed Feb 02 11:11:43 GMT 2022","Wed Feb 02 11:11:44 GMT 2022","642","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"failed","Wed Feb 02 11:11:21 GMT 2022","Wed Feb 02 11:11:23 GMT 2022","2471","Subquery health check","","","","","Production project - wallet-acala is alive",""
