"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 26 17:21:05 GMT 2022","Wed Jan 26 17:21:06 GMT 2022","436","Subquery health check","","","","","Production project - polkadot is alive",""
"passed","Wed Jan 26 17:21:05 GMT 2022","Wed Jan 26 17:21:05 GMT 2022","443","Subquery health check","","","","","Production project - wallet-parallel-heiko is alive",""
"passed","Wed Jan 26 17:21:07 GMT 2022","Wed Jan 26 17:21:07 GMT 2022","420","Subquery health check","","","","","Production project - wallet-statemine is alive",""
"passed","Wed Jan 26 17:21:09 GMT 2022","Wed Jan 26 17:21:10 GMT 2022","1121","Subquery health check","","","","","Production project - westend is alive",""
"passed","Wed Jan 26 17:21:08 GMT 2022","Wed Jan 26 17:21:09 GMT 2022","786","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"passed","Wed Jan 26 17:20:52 GMT 2022","Wed Jan 26 17:20:52 GMT 2022","762","Subquery health check","","","","","Production project - wallet-bifrost is alive",""
"failed","Wed Jan 26 17:20:51 GMT 2022","Wed Jan 26 17:20:51 GMT 2022","340","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"failed","Wed Jan 26 17:20:56 GMT 2022","Wed Jan 26 17:20:57 GMT 2022","469","Subquery health check","","","","","Staging project - edgeware is alive",""
"failed","Wed Jan 26 17:20:56 GMT 2022","Wed Jan 26 17:20:56 GMT 2022","569","Subquery health check","","","","","Production project - edgeware is alive",""
"failed","Wed Jan 26 17:21:09 GMT 2022","Wed Jan 26 17:21:09 GMT 2022","425","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"passed","Wed Jan 26 17:20:58 GMT 2022","Wed Jan 26 17:20:59 GMT 2022","955","Subquery health check","","","","","Production project - wallet-khala is alive",""
"passed","Wed Jan 26 17:20:55 GMT 2022","Wed Jan 26 17:20:56 GMT 2022","369","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Wed Jan 26 17:20:48 GMT 2022","Wed Jan 26 17:20:49 GMT 2022","998","Subquery health check","","","","","Production project - wallet-altair is alive",""
"failed","Wed Jan 26 17:21:03 GMT 2022","Wed Jan 26 17:21:04 GMT 2022","430","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"failed","Wed Jan 26 17:20:51 GMT 2022","Wed Jan 26 17:20:52 GMT 2022","531","Subquery health check","","","","","Staging project - wallet-basilisk is alive",""
"passed","Wed Jan 26 17:20:53 GMT 2022","Wed Jan 26 17:20:54 GMT 2022","491","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"failed","Wed Jan 26 17:21:00 GMT 2022","Wed Jan 26 17:21:00 GMT 2022","422","Subquery health check","","","","","Production project - wallet-kilt is alive",""
"passed","Wed Jan 26 17:20:54 GMT 2022","Wed Jan 26 17:20:55 GMT 2022","613","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"passed","Wed Jan 26 17:21:10 GMT 2022","Wed Jan 26 17:21:11 GMT 2022","1036","Subquery health check","","","","","Staging project - westend is alive",""
"passed","Wed Jan 26 17:20:57 GMT 2022","Wed Jan 26 17:20:58 GMT 2022","945","Subquery health check","","","","","Production project - wallet-karura is alive",""
"failed","Wed Jan 26 17:20:49 GMT 2022","Wed Jan 26 17:20:50 GMT 2022","430","Subquery health check","","","","","Staging project - wallet-altair is alive",""
"passed","Wed Jan 26 17:21:03 GMT 2022","Wed Jan 26 17:21:03 GMT 2022","515","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"failed","Wed Jan 26 17:21:11 GMT 2022","Wed Jan 26 17:21:12 GMT 2022","560","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"failed","Wed Jan 26 17:21:05 GMT 2022","Wed Jan 26 17:21:05 GMT 2022","318","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"failed","Wed Jan 26 17:20:48 GMT 2022","Wed Jan 26 17:20:48 GMT 2022","595","Subquery health check","","","","","Staging project - wallet-acala is alive",""
