"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 09 10:26:00 GMT 2022","Wed Feb 09 10:26:01 GMT 2022","741","Subquery health check","","","","","Production project - wallet-shiden is alive",""
"passed","Wed Feb 09 10:25:32 GMT 2022","Wed Feb 09 10:25:33 GMT 2022","1128","Subquery health check","","","","","Production project - wallet-altair is alive",""
"passed","Wed Feb 09 10:25:49 GMT 2022","Wed Feb 09 10:25:50 GMT 2022","551","Subquery health check","","","","","Staging project - wallet-moonriver is alive",""
"passed","Wed Feb 09 10:25:37 GMT 2022","Wed Feb 09 10:25:37 GMT 2022","615","Subquery health check","","","","","Staging project - wallet-bifrost is alive",""
"passed","Wed Feb 09 10:25:55 GMT 2022","Wed Feb 09 10:25:56 GMT 2022","719","Subquery health check","","","","","Production project - wallet-quartz is alive",""
"passed","Wed Feb 09 10:25:48 GMT 2022","Wed Feb 09 10:25:49 GMT 2022","553","Subquery health check","","","","","Production project - wallet-moonbeam is alive",""
"passed","Wed Feb 09 10:25:39 GMT 2022","Wed Feb 09 10:25:40 GMT 2022","747","Subquery health check","","","","","Staging project - wallet-calamari is alive",""
"passed","Wed Feb 09 10:25:41 GMT 2022","Wed Feb 09 10:25:42 GMT 2022","625","Subquery health check","","","","","Staging project - wallet-clover is alive",""
"failed","Wed Feb 09 10:25:59 GMT 2022","Wed Feb 09 10:26:00 GMT 2022","663","Subquery health check","","","","","Staging project - westend is alive",""
"failed","Wed Feb 09 10:25:36 GMT 2022","Wed Feb 09 10:25:36 GMT 2022","440","Subquery health check","","","","","Staging project - wallet-basilisk is alive",""
"failed","Wed Feb 09 10:25:42 GMT 2022","Wed Feb 09 10:25:42 GMT 2022","562","Subquery health check","","","","","Production project - edgeware is alive",""
"failed","Wed Feb 09 10:25:46 GMT 2022","Wed Feb 09 10:25:46 GMT 2022","450","Subquery health check","","","","","Staging project - wallet-kilt is alive",""
"passed","Wed Feb 09 10:25:39 GMT 2022","Wed Feb 09 10:25:39 GMT 2022","489","Subquery health check","","","","","Production project - wallet-calamari is alive",""
"passed","Wed Feb 09 10:25:38 GMT 2022","Wed Feb 09 10:25:39 GMT 2022","865","Subquery health check","","","","","Staging project - wallet-bit-country is alive",""
"passed","Wed Feb 09 10:25:58 GMT 2022","Wed Feb 09 10:25:59 GMT 2022","505","Subquery health check","","","","","Staging project - wallet-statemint is alive",""
"failed","Wed Feb 09 10:25:47 GMT 2022","Wed Feb 09 10:25:48 GMT 2022","643","Subquery health check","","","","","Staging project - kusama is alive",""
"passed","Wed Feb 09 10:25:58 GMT 2022","Wed Feb 09 10:25:58 GMT 2022","449","Subquery health check","","","","","Production project - wallet-statemint is alive",""
"failed","Wed Feb 09 10:25:44 GMT 2022","Wed Feb 09 10:25:45 GMT 2022","824","Subquery health check","","","","","Staging project - wallet-khala is alive",""
"passed","Wed Feb 09 10:25:49 GMT 2022","Wed Feb 09 10:25:49 GMT 2022","362","Subquery health check","","","","","Production project - wallet-moonriver is alive",""
"passed","Wed Feb 09 10:25:37 GMT 2022","Wed Feb 09 10:25:38 GMT 2022","725","Subquery health check","","","","","Production project - wallet-bit-country is alive",""
"passed","Wed Feb 09 10:25:53 GMT 2022","Wed Feb 09 10:25:54 GMT 2022","1153","Subquery health check","","","","","Staging project - wallet-parallel-heiko is alive",""
"passed","Wed Feb 09 10:25:34 GMT 2022","Wed Feb 09 10:25:34 GMT 2022","461","Subquery health check","","","","","Production project - wallet-astar is alive",""
"passed","Wed Feb 09 10:25:35 GMT 2022","Wed Feb 09 10:25:36 GMT 2022","629","Subquery health check","","","","","Production project - wallet-basilisk is alive",""
"passed","Wed Feb 09 10:25:40 GMT 2022","Wed Feb 09 10:25:41 GMT 2022","824","Subquery health check","","","","","Production project - wallet-clover is alive",""
"passed","Wed Feb 09 10:25:45 GMT 2022","Wed Feb 09 10:25:46 GMT 2022","809","Subquery health check","","","","","Production project - wallet-kilt is alive",""
"passed","Wed Feb 09 10:25:34 GMT 2022","Wed Feb 09 10:25:35 GMT 2022","558","Subquery health check","","","","","Staging project - wallet-astar is alive",""
"failed","Wed Feb 09 10:25:43 GMT 2022","Wed Feb 09 10:25:44 GMT 2022","517","Subquery health check","","","","","Staging project - wallet-karura is alive",""
